1;['pedrosilva@vilatec.com.br'];27/10/2018;
2;['pedrosilva@vilatec.com.br'];28/10/2018;
3;['pedrosilva@vilatec.com.br'];28/10/2018;
4;['pedrosilva@vilatec.com.br'];05/11/2018;
5;['pedrosilva@vilatec.com.br'];09/11/2018;
6;['pedrosilva@vilatec.com.br'];10/11/2018;
7;['pedrosilva@vilatec.com.br'];11/11/2018;
8;['pedrosilva@vilatec.com.br'];08/12/2018;
9;['pedrosilva@vilatec.com.br'];09/12/2018;
10;['pedrosilva@vilatec.com.br'];10/12/2018;
11;['pedrosilva@vilatec.com.br'];11/12/2018;
12;['pedrosilva@vilatec.com.br'];12/12/2018;
13;['pedrosilva@vilatec.com.br'];13/12/2018;
14;['pedrosilva@vilatec.com.br'];14/12/2018;
15;['pedrosilva@vilatec.com.br'];15/12/2018;
16;['pedrosilva@vilatec.com.br'];16/12/2018;
17;['pedrosilva@vilatec.com.br'];17/12/2018;
18;['pedrosilva@vilatec.com.br'];18/12/2018;
19;['pedrosilva@vilatec.com.br'];19/12/2018;
20;['pedrosilva@vilatec.com.br'];20/12/2018;
21;['pedrosilva@vilatec.com.br'];21/12/2018;
22;['pedrosilva@vilatec.com.br'];22/12/2018;
23;['pedrosilva@vilatec.com.br'];23/12/2018;
24;['pedrosilva@vilatec.com.br'];24/12/2018;
25;['pedrosilva@vilatec.com.br'];25/12/2018;
26;['pedrosilva@vilatec.com.br'];26/12/2018;
27;['pedrosilva@vilatec.com.br'];27/12/2018;
28;['pedrosilva@vilatec.com.br'];28/12/2018;
29;['pedrosilva@vilatec.com.br'];29/12/2018;
30;['pedrosilva@vilatec.com.br'];30/12/2018;
31;['pedrosilva@vilatec.com.br'];31/12/2018;
32;['pedrosilva@vilatec.com.br'];01/01/2019;
33;['pedrosilva@vilatec.com.br'];02/01/2019;
34;['pedrosilva@vilatec.com.br'];03/01/2019;
35;['pedrosilva@vilatec.com.br'];04/01/2019;
36;['pedrosilva@vilatec.com.br'];05/01/2019;
37;['pedrosilva@vilatec.com.br'];06/01/2019;
38;['pedrosilva@vilatec.com.br'];07/01/2019;
39;['pedrosilva@vilatec.com.br'];08/01/2019;
40;['pedrosilva@vilatec.com.br'];09/01/2019;
41;['pedrosilva@vilatec.com.br'];10/01/2019;
42;['pedrosilva@vilatec.com.br'];11/01/2019;
43;['pedrosilva@vilatec.com.br'];12/01/2019;
44;['pedrosilva@vilatec.com.br'];13/01/2019;
45;['pedrosilva@vilatec.com.br'];14/01/2019;
46;['pedrosilva@vilatec.com.br'];15/01/2019;
47;['pedrosilva@vilatec.com.br'];16/01/2019;
48;['pedrosilva@vilatec.com.br'];17/01/2019;
49;['pedrosilva@vilatec.com.br'];18/01/2019;
50;['pedrosilva@vilatec.com.br'];19/01/2019;
51;[];20/01/2019;
52;[];21/01/2019;
53;[];22/01/2019;
54;[];23/01/2019;
55;[];24/01/2019;
56;[];27/03/2019;
57;[];29/03/2019;
58;[];30/03/2019;
59;[];31/03/2019;
60;[];01/04/2019;
61;[];04/04/2019;
62;[];07/04/2019;
63;[];09/04/2019;
64;[];10/04/2019;
65;[];11/04/2019;
66;[];12/04/2019;
67;[];13/04/2019;
68;[];14/04/2019;
69;[];15/04/2019;
70;[];16/04/2019;
71;[];17/04/2019;
72;[];18/04/2019;
73;[];19/04/2019;
74;[];20/04/2019;
75;[];21/04/2019;
76;[];24/04/2019;
77;[];30/04/2019;
78;[];02/05/2019;
79;[];03/05/2019;
80;[];04/05/2019;
81;[];05/05/2019;
82;[];06/05/2019;
83;[];07/05/2019;
84;[];08/05/2019;
85;[];09/05/2019;
86;[];10/05/2019;
87;[];11/05/2019;
88;[];12/05/2019;
89;[];13/05/2019;
90;[];14/05/2019;
91;[];15/05/2019;
